133609;133703;133631;133734;133778;134090;134576;135441;135710;135740;135238;132717;132540;131975
118459;117525;117589;117594;117729;118633;119260;120197;121024;121458;121699;120248;119716;119519
88252;87934;88068;88054;87934;88387;88783;89450;90076;90390;90569;89906;89987;90028
130137;126130;126635;127103;127627;127599;127980;129202;130070;129985;129932;128457;128266;128796
102405;102082;102183;102322;102511;102592;102462;103254;103990;104144;104278;103152;103037;102811
163146;162154;161905;162305;162348;163456;164955;166547;168561;169795;170410;170702;171007;171385
114332;114422;114497;114953;115252;114848;113443;117159;118243;118040;117941;119238;119318;119070
118810;117000;116786;116731;116685;116836;116832;116728;117294;117274;116797;114798;115005;114419
75318;75226;75165;75041;74770;74596;74574;74697;74698;74698;74685;74840;74563;74385
93625;93097;93227;93434;93320;93379;93113;93081;93028;92903;92834;91724;91301;90801
118891;118768;118825;118178;118425;117783;117754;119165;119923;119432;119289;118452;117868;117297
125517;124826;124744;124856;125104;125231;125040;125743;126353;126438;127218;125752;125306;124963
120826;120486;119996;119780;119766;120022;120078;120462;120778;120193;119814;120058;119900;119562
86149;85844;85830;85897;85958;85936;86134;86710;87197;87263;87220;86782;86613;86378
94613;94657;94772;95275;95404;95802;95943;97696;100049;101330;102628;104169;104148;104151
151346;151169;151401;151794;151519;152163;153295;155314;157375;158715;160742;159133;159984;160767
113218;113033;112946;113503;114023;115379;117883;120779;123363;123141;122816;123736;124470;124943
77738;77524;77368;77066;77031;77306;78098;78852;79585;79618;80165;79686;79314;79168
112701;112480;112448;112423;112219;112293;112302;112507;112582;112342;112294;112206;111874;111595
82803;82993;83454;84077;84891;85674;86845;88856;90195;91307;92679;94360;95279;95963
42435;42399;42251;42148;42014;41891;41827;41565;41404;41255;41095;40486;40189;39910
105248;106292;108025;109868;113091;117107;121085;127041;135484;141216;146403;151451;155588;159765
68978;69014;69377;69910;70500;71111;71915;73061;74003;74694;75470;75718;76232;76673
161274;160576;160228;159885;159880;160107;160412;161349;162377;163011;163378;162820;162689;162651
52450;52482;52505;52612;52656;52703;52882;53635;54693;54959;55641;55498;55411;55329
1181126;1160118;1161938;1165581;1170571;1181610;1188126;1212097;1233211;1249026;1257158;1241664;1246780;1243201
91917;91849;92168;92637;92843;93112;93735;95203;95452;95301;95321;92989;92557;92211
51477;51241;51329;51573;51404;51749;51817;52725;53394;53225;53407;53125;53049;52831
89372;89201;89143;89400;89522;90552;91154;93042;94370;95215;95764;96703;97279;97705
160610;160436;160235;159583;159652;160603;161849;163926;166519;167481;168446;167750;168237;168569
75675;75855;76101;76773;77534;78458;79586;81307;82941;83821;85081;86056;87184;87964
78353;78263;78397;78409;78400;78640;78753;79042;79198;79238;79152;79086;79169;78933
126598;126292;125924;125794;125268;124966;124810;124475;124513;124405;124246;123558;123145;122735
81908;83894;86088;88190;91348;95580;100322;106048;112211;116730;120990;124799;128326;131206
45784;45758;45574;45576;45707;45823;46117;46762;47341;47358;47207;47613;47770;47799
138259;137794;137718;137660;137671;137598;137840;138858;139381;139201;139114;139178;139026;138751
180880;179950;179585;179330;177897;178064;178812;180799;185125;185855;184885;184871;185275;186077
57238;57300;57354;57673;58024;58404;58735;59651;60856;61414;61655;62033;62163;62110
103919;103813;103582;103396;103300;103266;103476;103860;104351;104439;104395;104371;104206;104043
100296;99985;99658;99328;98957;98543;98173;98148;97868;97633;97369;96329;95873;95172;
110692;110391;110144;109910;109944;110014;110185;110893;111714;112069;112578;113662;113905;114033
90627;90590;90758;90941;90844;91074;91685;92631;93446;94091;94652;95445;95883;96273
178006;177712;177287;177040;176870;176653;176624;176820;177213;177133;177236;177173;177079;177010
73639;73374;73337;73452;73295;73602;74389;74585;74850;74939;75004;74333;74359;74237
58495;58450;58560;58574;58643;58748;59120;59731;60239;60596;60780;60727;60858;60923
281219;297774;278843;277975;277538;276660;275754;275397;274863;273137;270412;263075;260919;258340
343459;342310;340997;340124;338706;337752;337197;336811;336735;335425;333579;329961;328323;326874
95051;94919;94826;94906;94777;94919;94925;95618;96079;95833;95679;95091;95053;94843
102809;102657;102529;102333;102199;102167;102322;102587;102778;103015;103070;102768;102683;102611
87952;87887;87595;87477;87443;87629;88021;88345;88669;88721;88641;87622;87340;87056
105473;105133;104999;104847;104662;104557;104586;104756;104934;105208;105209;105112;104971;104622
224647;224535;224156;224333;224296;228610;228956;230607;231339;231843;232226;232032;232267;232474
70339;70188;70171;70119;70138;70144;70282;70310;70550;70590;70673;70460;70524;70504
109888;109773;109524;109439;109367;109429;109633;109979;110159;110214;110182;109539;109346;109223
209504;209220;209198;209377;209316;209326;209585;210369;211070;211482;212100;211853;212448;212537
72961;72684;72589;72531;72277;72339;72482;72958;73227;73017;72875;72460;72411;72224
152799;152502;152268;152066;151870;151835;151957;152352;152506;152563;152524;152222;151960;151988
104067;104029;103867;104047;103990;104525;105116;105663;106248;106539;106884;106847;107354;107746
119664;119366;119218;119138;119208;119159;119375;119691;120046;119829;119718;118875;118646;118550
178551;178445;178828;179326;179639;180986;182323;184256;185584;186681;187799;187304;188264;188965
