4403;3934;3971;3969;4172;4391;4415;4567;4200;3870;4085;4639;4102;4361
5488;5010;5734;5477;5571;5668;5396;5376;5234;4734;4963;4943;4576;4710 
3361;2827;2996;3020;2974;3027;3012;3114;3179;2972;2880;2649;2507;2575 
6345;5539;5423;5344;5941;6199;5693;5834;6161;5354;5132;5097;4159;4407 
4339;4020;4517;4649;4650;4656;4658;5034;4655;4434;4037;4025;3483;3810 
6546;5924;6896;6126;5899;5470;5387;5843;5722;5613;5297;5635;5675;6156 
4577;4197;4148;4307;3988;4030;3858;4201;4108;3677;3828;3813;3519;3644 
4553;4104;4437;4205;4969;5316;5116;5376;5083;4347;4254;4069;4261;5374 
1787;1722;2006;1868;1829;1884;1716;2054;1907;1673;1550;1365;1338;1422 
2908;2949;3240;2954;2864;2605;2559;3162;2704;2553;2233;2314;2156;2152
4763;4502;4771;4684;4592;4746;4136;4492;3591;3635;3258;3264;3195;3736
4358;4423;5181;5248;5117;4637;5789;6551;5909;5427;4958;5320;4413;4964
3207;3003;3296;2848;2813;2750;2915;3604;3505;3002;2825;2589;2504;2504
2390;2288;2566;2353;2590;2510;2539;2727;2429;2261;2218;2406;2397;2388 
4233;3302;3105;2839;2915;2766;2975;3586;3126;3166;2619;2894;2628;2777
5541;4923;4916;5034;4859;5024;5537;5624;4610;4237;3878;3754;3677;3934
5794;5583;5547;5174;4727;4616;4398;4700;4750;4204;3834;3306;3459;3855
1958;1796;1837;1654;1813;1576;1507;1772;1668;1570;1541;1634;1572;1402
2596;2819;2576;2514;2454;2459;2322;2706;2715;2522;2280;2280;2205;2286
2765;2714;2729;2343;2544;2404;2458;2562;2770;2572;2586;2521;2122;2459
1151;1247;1124;970;883;788;856;796;726;764;787;1001;922;1088 
5188;5141;5200;4886;4749;4768;4510;5769;6072;3101;5203;5112;4687;4911
1663;1570;1497;1262;1463;1251;1231;1305;1259;1428;1338;1471;1345;1203
3849;3648;3857;4007;4007;3431;3464;4007;3202;3028;3237;3321;3353;3466
1827;1872;1619;1546;1457;1650;1449;1590;1422;1528;1302;1373;1368;1169
106974;99966;102847;99107;97302;95731;89618;87077;82957;83981;74028;74122;72345;82005
3004;2792;3124;2953;2893;2730;2781;2926;2735;2646;2448;2532;2231;2310
1830;1556;1761;1468;1574;1315;1413;1539;1531;1338;1173;1256;1131;1234	
3208;2834;3612;3077;2991;2948;2950;3620;3305;3413;3860;3689;3180;3590
5208;4511;5116;4656;4584;4503;3880;4206;4088;3537;3291;3601;3816;3800 
3773;2947;3013;2802;2902;2619;2493;2751;3027;3302;2732;2656;2592;2686
1784;1712;1741;1668;1485;1458;1313;1512;1421;1313;1238;1180;1151;1129
2355;2142;2232;2228;2073;2276;2361;2446;2450;2151;2206;2270;2276;2318 
3817;3253;3667;3284;3220;3105;3107;4460;4337;2900;4410;4398;4104;4165
1098;1059;942;925;964;915;907;896;940;967;876;979;844;970
2597;2320;2317;2266;2305;2225;2323;2431;2314;2202;2172;2182;2072;2069 
7246;6390;7308;7962;8085;7436;6455;7528;7221;6690;6775;6146;5827;6362
1653;1291;1230;1302;1386;1206;1033;1194;1192;1168;1029;980;985;1016
1966;2080;2010;1769;1882;1796;1678;1819;1801;1712;1664;1624;1597;1621 
2551;2374;2671;2349;2161;2329;2196;2221;2347;2247;2228;2559;2424;2761
4154;3678;3967;3353;3139;3428;3618;4948;4873;4301;3801;3665;3884;3534
2612;2656;2636;2468;2322;2207;2068;2630;2542;2450;2318;2540;2408;2514
4568;3823;3629;3923;3719;3536;3197;3329;3247;3193;3230;3586;3920;4029
